id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/24608869,"AUSLEGUNGSGESCHICHTLICHE BEOBACHTUNGEN ZU ""PS"" 37, 1.7.8",Revue de Qumrân,1988,,article,research-article,jstor,,1988-10-01,1/4 (49/52),13,http://www.jstor.org/stable/24608869,Johann Maier,Editions Gabalda,ger,465,479,,heisst; gepriesen sei; heilige gepriesen; israël; die torah; das ist; vollkommenen gerechten; die israeliten; bezieht sich; johann maier,5049,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608895,"QUMRAN ORIGINS: FROM THE ""DORESH"" TO THE ""MOREH""",Revue de Qumrân,1990,,article,research-article,jstor,,1990-04-01,4 (56),14,http://www.jstor.org/stable/24608895,Phillip R. Callaway,Editions Gabalda,eng,637,650,,temple scroll; damascus; qumran; damascus document; teacher; callaway; supplément sériés; qumran community; pre teacher; remnant,6102,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606952,"ORPHISME, PYTHAGORISME, ESSÉNISME dans le texte hébreu du Psaume 151?",Revue de Qumrân,1975,,article,research-article,jstor,,1975-12-01,4 (32),8,http://www.jstor.org/stable/24606952,Jean Magne,Peeters Publishers,fre,508,547,,psaume; parallélisme; dupont sommer; orphisme pythagorisme; rabinowitz; univers; rythme; nous avons; répétitions; dieu voit,18045,40,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606992,Comunione e condivisione dei beni. Chiesa primitiva e giudaismo esseno-qumranico a confronto,Revue de Qumrân,1979,,article,book-review,jstor,,1979-09-01,1 (37),10,http://www.jstor.org/stable/24606992,E. Cothenet; Marcello Del Verme,Editions Gabalda,fre,119,120,,qumrân; renonciation radicale; une renonciation; église primitive; dei beni; une renonciation radicale; comunione dei; communauté; auteur; philon,583,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609103,Issues in the Bible and the Dead Sea Scrolls,Revue de Qumrân,1997,,article,book-review,jstor,,1997-04-01,1 (69),18,http://www.jstor.org/stable/24609103,Florentino García Martínez; Gershon Brin; Gershon Brin,Editions Gabalda,spa,153,155,,qumrân; los manuscritos; texto biblico; gershon brin; una lista; sea scrolls; estudio; leyes sobre; los estudios; las leyes,1652,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606858,Back Matter,Revue de Qumrân,1974,,article,misc,jstor,,1974-03-01,3 (31),8,http://www.jstor.org/stable/24606858,,Editions Gabalda,fre,,,,gentilly dépôt; dépôt légal; imprimerie polychrome; gentilly dépôt légal; france imprimerie; france imprimerie polychrome; imprimeur; éditeur; imprimé; trimestre,21,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599147,"OSÉE 13, 12 ET LES MANUSCRITS",Revue de Qumrân,1958,,article,research-article,jstor,,1958-10-01,2 (2),1,http://www.jstor.org/stable/24599147,R. Vuilleumier-Bessard,Editions Gabalda,fre,281,282,,manuscrits; aux manuscrits; verbe צפן; vuilleumier bessard; notre verset; donc pas; anciens manuscrits; auront été; qumrân; rouleaux,699,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606904,L'ACTE DE VENTE D'UNE MAISON A KAFAR-BÉBAYU EN 135 DE NOTRE ÈRE,Revue de Qumrân,1977,,article,research-article,jstor,,1977-07-01,2 (34),9,http://www.jstor.org/stable/24606904,Émile Puech,Peeters Publishers,fre,213,221,,revue biblique; milik biblica; milik revue; milik revue biblique; birnbaum; judaean desert; israël exploration; une maison; kafar bébayu; maison,4249,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606932,"STRUCTURE LITTÉRAIRE DE L'HYMNE A SION DE 11 Q Ps
          <sup>a</sup>
          XXII, 1-15",Revue de Qumrân,1980,,article,research-article,jstor,,1980-05-01,2 (38),10,http://www.jstor.org/stable/24606932,Pierre Auffret,Editions Gabalda,fre,203,211,,structure littéraire; nous lisons; espérance; nous avons; gloire; premier; ses ennemis; derniers vers; notre étude; termes,3586,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609140,אחרית הימים IN THE TEXTS FROM QUMRAN,Revue de Qumrân,1993,,article,research-article,jstor,,1993-12-01,2 (62),16,http://www.jstor.org/stable/24609140,Annette Steudel,Editions Gabalda,eng,225,246,,אחרית הימים; qumran; qumran texts; stegemann; jubilees; steudel; biblical; damascus document; messiahs; essenes,9827,22,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606981,DIE INTERKALATION IN DEN SIEBEN JAHRWOCHEN DES SONNENKALENDERS,Revue de Qumrân,1979,,article,research-article,jstor,,1979-09-01,1 (37),10,http://www.jstor.org/stable/24606981,Hans Burgmann,Editions Gabalda,ger,67,81,,monats; sieben; jahren; hans burgmann; kalender; sieben jahrwochen; ersten monats; dab die; dieser; zeitraum,5987,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607080,"Scriptures, Sects and Visions. A Profile of Judaism from Ezra to the Jewish Revolts",Revue de Qumrân,1984,,article,book-review,jstor,,1984-12-01,4 (44),11,http://www.jstor.org/stable/24607080,Émile Puech; Michael E. Stone,Editions Gabalda,fre,591,593,,livres apocryphes; judaïsme; qumrân; temple; flavius josèphe; chapitre; cette littérature; littérature apocalyptique; littérature; livre astronomique,1388,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599226,BIBLIOGRAPHIE,Revue de Qumrân,1959,,article,misc,jstor,,1959-11-01,1 (5),2,http://www.jstor.org/stable/24599226,C. Burchard,Editions Gabalda,fre,117,151,,qumrân; bibliographie; sea scrolls; toten meer; mer morte; burchard bibliographie; dead sea; rezension; spalte; ibidem,10157,35,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607072,"THE MEANING OF THE NAME ""QUMRAN""",Revue de Qumrân,1984,,article,research-article,jstor,,1984-12-01,4 (44),11,http://www.jstor.org/stable/24607072,Steven Bowman,Editions Gabalda,eng,543,547,,qumran; sea scrolls; dead sea; name qumran; jewish; arabie; dead sea scrolls; khirbet qumran; damascus; wacholder,2456,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599117,Die Entstehung der Qumrangemeinde,Revue de Qumrân,1973,,article,book-review,jstor,,1973-03-01,2 (30),8,http://www.jstor.org/stable/24599117,Jean Carmignac; Hartmut Stegemann,Editions Gabalda,fre,277,281,,prêtre impie; qumrân; auteur; grand prêtre; flavius josèphe; souverain pontificat; avant jésus; chapitre; aurait; qumrân traduits,2378,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24610073,"""4QBERAKHOT
          <sup>a-e</sup>
          "" (4Q286-290): A COVENANTAL CEREMONY IN THE LIGHT OF RELATED TEXTS",Revue de Qumrân,1995,,article,research-article,jstor,,1995-12-01,4 (64),16,http://www.jstor.org/stable/24610073,Bilhah Nitzan,Editions Gabalda,eng,487,506,,covenantal ceremony; nitzan; covenant; curses; qumran; reproach; blessings; phrase; sea scrolls; nitzan qumran,8945,20,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663205,NOTE SUR 4Q200 FRAGMENT 8,Revue de Qumrân,2014,,article,research-article,jstor,,2014-07-01,3 (103),26,http://www.jstor.org/stable/24663205,Émile Puech,Editions Gabalda,fre,453,454,,une lecture; lettre; editeur; emile puech; peut exclure; tes merveille; fragment; interligne; premiere lettre; assuree,816,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663120,Back Matter,Revue de Qumrân,2000,,article,misc,jstor,,2000-06-01,3 (75),19,http://www.jstor.org/stable/24663120,,Editions Gabalda,fre,,,,cnrs editions; abbaye; oblats novices; egalement restituee; abbaye appelee; pieux posait; communaute monastique; moines oblats; allait detruire; monastique devenue,693,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24600037,COMPLETION OF THE PUBLICATION OF SOME FRAGMENTS FROM QUMRAN CAVE I,Revue de Qumrân,1965,,article,research-article,jstor,,1965-11-01,3 (19),5,http://www.jstor.org/stable/24600037,John C. Trever,Editions Gabalda,eng,323,344,,fragments; scroll; qumrân; trever; prayer scroll; leather; liturgical prayer; judaean desert; daniel; prayers,6718,22,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608953,"BIBLICAL AND CANAANITE NOTES TO THE ""SONGS OF THE SABBATH SACRIFICE"" FROM QUMRAN",Revue de Qumrân,1987,,article,research-article,jstor,,1987-11-01,4 (48),12,http://www.jstor.org/stable/24608953,Mark S. Smith,Editions Gabalda,eng,585,588,,sabbath sacrifice; newsom songs; canaanite; heavenly; ras shamra; biblical; divine; heavenly temple; bricks; israël,1667,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607906,ONT COLLABORÉ AU PRÉSENT NUMÉRO,Revue de Qumrân,1978,,article,misc,jstor,,1978-03-01,3 (35),9,http://www.jstor.org/stable/24607906,,Editions Gabalda,fre,,,,rue ampère; être adressés; abbé jean; torino italia; théologie; doivent être; doivent être adressés; polytechnic tithebarn; torino via; casimir romaniuk,293,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609156,"OBSERVATIONS ON ""4QSECOND EZEKIEL"" (""4Q385"" 2-3)",Revue de Qumrân,1992,,article,research-article,jstor,,1992-03-01,4 (60),15,http://www.jstor.org/stable/24609156,M. Kister; E. Qimron,Editions Gabalda,eng,595,602,,ben sira; hebrew; biblical; biblical hebrew; mishnaic hebrew; syriac apocalypse; revue biblique; ezekiel; kister; babylonian talmud,3508,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609150,UNE APOCALYPSE MESSIANIQUE (4Q521),Revue de Qumrân,1992,,article,research-article,jstor,,1992-03-01,4 (60),15,http://www.jstor.org/stable/24609150,Émile Puech,Editions Gabalda,fre,475,522,,qumrân; apocalypse messianique; une apocalypse; ceux qui; gauche; une apocalypse messianique; manuscrit; messie; lignes; justes,18746,48,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609070,"MESSIANISME, ESCHATOLOGIE ET RÉSURRECTION DANS LES MANUSCRITS DE LA MER MORTE",Revue de Qumrân,1997,,article,research-article,jstor,,1997-12-01,2 (70),18,http://www.jstor.org/stable/24609070,Émile Puech,Editions Gabalda,fre,255,298,,messie; qumrân; messie roi; messianisme eschatologie; israël; prêtre; période; emile puech; résurrection; communauté,23176,44,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607078,"THE TRANSLATION OF 11 QT LI, 5b-10",Revue de Qumrân,1984,,article,research-article,jstor,,1984-12-01,4 (44),11,http://www.jstor.org/stable/24607078,Phillip Callaway,Editions Gabalda,eng,585,586,,person plural; temple scroll; sanctified saints; garcîa martinez; person singular; sanctify; singular; caquot; wacholder; florentino garcîa,830,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609013,"THE ""BOOKS OF ENOCH (1 ENOCH)"" AND THE ARAMAIC FRAGMENTS FROM QUMRAN",Revue de Qumrân,1989,,article,research-article,jstor,,1989-06-01,1 (53),14,http://www.jstor.org/stable/24609013,F. García Martínez; E. J. C. Tigchelaar,Editions Gabalda,eng,131,146,,aramaic fragments; ethiopie; vanderkam; garcia martînez; martînez; astronomical; astronomical book; apocalypse; ethiopie enoch; qumran,7119,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24640819,"The Dead Sea Scrolls. Hebrew, Aramaic, and Greek Texts with English Translations. – Angelic Liturgy: Songs of the Sabbath Sacrifice, (The Princeton Theological Seminary Dead Sea Scrolls Project 4B)",Revue de Qumrân,2005,,article,book-review,jstor,,2005-06-01,1 (85),22,http://www.jstor.org/stable/24640819,Émile Puech; James H. Charlesworth; Carol A. Newsom; H.W.L. Rietz; B.A. Strawn; R.E. Whitaker,Peeters Publishers,fre,134,136,,cantiques; sabbat; calendrier solaire; masada; une composition; qumrân; ces cantiques; aussi dans; newsom; sujet traité,1283,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606931,THE SIGNIFICANCE OF THE CALENDAR FOR INTERPRETING ESSENE CHRONOLOGY AND ESCHATOLOGY,Revue de Qumrân,1980,,article,research-article,jstor,,1980-05-01,2 (38),10,http://www.jstor.org/stable/24606931,Roger T. Beckwith,Editions Gabalda,eng,167,202,,jubilees; essenes; melchizedek document; melchizedek; judas maccabaeus; pseudo ezekiel; ezekiel document; testament; damascus document; priesthood,17529,36,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599138,THE INDEX OF ALL NON BIBLICAL DEAD SEA SCROLLS PUBLISHED UP TO DECEMBER 1957,Revue de Qumrân,1958,,article,research-article,jstor,,1958-10-01,2 (2),1,http://www.jstor.org/stable/24599138,Roberto Busa,Editions Gabalda,eng,187,198,,qumrân; revue biblique; word cards; sea scrolls; scrolls; biblical dead; biblical; exempli gratia; dead sea; dead sea scrolls,4971,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608934,"THE INTERPRETATION OF ""DAMASCUS DOCUMENT"" VII, 9b VIII, 2a AND XIX, 5b-14",Revue de Qumrân,1991,,article,research-article,jstor,,1991-09-01,1/2 (57/58),15,http://www.jstor.org/stable/24608934,Michael A. Knibb,Editions Gabalda,eng,243,251,,midrash; numbers midrash; amos numbers; amos numbers midrash; murphy oconnor; whole congrégation; damascus; damascus document; revue biblique; interpreter,4006,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663249,Qumran Revisited: A Reassessment of the Archaeology of the Site and Its Texts,Revue de Qumrân,2014,,article,book-review,jstor,,2014-12-01,4 (104),26,http://www.jstor.org/stable/24663249,Jodi Magness; David Stacey; Gregory Doudna; Gideon Avni,Editions Gabalda,eng,638,646,,qumran; chambon fouilles; stacey; jericho; humbert and chambon; cylindrical jars; jodi magness; dead sea; hasmonean; masada,4301,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663124,"THE INITIAL NARRATIVE OF THE ""VISIONS OF AMRAM"" AND ITS LITERARY CHARACTERISTICS",Revue de Qumrân,2010,,article,research-article,jstor,,2010-10-01,4 (96),24,http://www.jstor.org/stable/24663124,Henryk Drawnel,Editions Gabalda,eng,517,554,,visions; aramaic; priestly; testaments; levis life; narrative; literary; mariam; patriarchs; introductory narrative,17270,38,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26566427,ARE THERE למשכיל SECTIONS IN THE HODAYOT? EVIDENCE FROM CAVE 4,Revue de Qumrân,2016,,article,research-article,jstor,,2016-01-01,1 (107),28,http://www.jstor.org/stable/26566427,Justin L. Pannkuk,Peeters Publishers,eng,3,13,,community hymns; editorial shaping; headings; ליכשמל headings; harkins; schuller; manuscripts; scroll; hymns classification; collections,4829,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609059,ORION CENTER BIBLIOGRAPHY OF THE DEAD SEA SCROLLS (May 1998 - January 1999),Revue de Qumrân,1999,,article,misc,jstor,,1999-06-01,1 (73),19,http://www.jstor.org/stable/24609059,Avital Pinnick; Florentino García Martínez,Editions Gabalda,eng,153,168,,sea scrolls; qumran; dead sea; leiden brill; dead sea scrolls; orion center; garcia martinez; qumran chronicle; pinnick; jsot supp,5225,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599103,Front Matter,Revue de Qumrân,1973,,article,misc,jstor,,1973-03-01,2 (30),8,http://www.jstor.org/stable/24599103,,Editions Gabalda,fre,,,,qumran; damascus document; muraoka essene; pharisaic rabbinic; lamadrid los; judaean desert; qumran cave; derrett law; los descubrimientos; sobre ciertos,1037,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608946,CONCERNING SOME OF THE USES OF THE BIBLE IN THE TEMPLE SCROLL,Revue de Qumrân,1987,,article,research-article,jstor,,1987-11-01,4 (48),12,http://www.jstor.org/stable/24608946,Gershon Brin,Editions Gabalda,eng,519,528,,temple scroll; column xlviii; biblical; xlviii; deuteronomy; yahweh; winged creatures; concerning; shall not eat; différent,4865,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609144,"NOCHEINMAL ZU TEXT UND ÜBERSETZUNG VON ""CD"" VI, 11-14",Revue de Qumrân,1993,,article,research-article,jstor,,1993-12-01,2 (62),16,http://www.jstor.org/stable/24609144,G. Wilhelm Nebe,Editions Gabalda,ger,285,287,,wohl eher; הובא בברית; wacholder abegg; אשר הובא; כול אשר; lande damaskus; מזבחי oder; damascus document; sea scrolls; als wacholder,1209,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599186,"The Neẓer and the Submission in Suffering, Hymn from the Dead Sea Scrolls, Reconstructed, Vocalized and Translated with Critical Notes",Revue de Qumrân,1959,,article,book-review,jstor,,1959-07-01,4 (4),1,http://www.jstor.org/stable/24599186,Jean Carmignac; Meir Wallenstein,Editions Gabalda,fre,538,539,,professeur wallenstein; texte hébreu; suj ering; auteur; poème qui; mes pieds; hymnes; commentaire; tainement bienfaisante; sainteté fleuri,848,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24610167,Back Matter,Revue de Qumrân,1996,,article,misc,jstor,,1996-11-01,1/4 (65/68),17,http://www.jstor.org/stable/24610167,,Peeters Publishers,fre,,,,,17,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599120,The Biblical Text in the Making. A Study of the Kethib-Qere,Revue de Qumrân,1973,,article,book-review,jstor,,1973-03-01,2 (30),8,http://www.jstor.org/stable/24599120,Jean Carmignac; Robert Gordis,Editions Gabalda,fre,286,287,,manuscrits bibliques; robert gordis; auteur; maires lectionis; qumrân confirment; qumrân; bibliques trouvés; variantes relevées; auteur répartit; ère chrétienne,273,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606800,"Le Targum de Job de la grotte XI de Qumrân, (Koninklijke Nederlandse Akademie van Wetenschappen)",Revue de Qumrân,1972,,article,book-review,jstor,,1972-06-01,1 (29),8,http://www.jstor.org/stable/24606800,Pierre Grelot; J. P. M. Van der Ploeg; A. S. Van der Woude; B. Jongeling,Editions Gabalda,fre,105,114,,targum; hébreu; éditeurs; lignes; recensions; colonne; qumrân; notre targum; traduction; grotte,4698,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26732872,TEXTUAL FIXITY AND FLUIDITY IN THE HELLENISTIC AND ROMAN PERIODS,Revue de Qumrân,2018,,article,research-article,jstor,,2018-01-01,2 (112),30,http://www.jstor.org/stable/26732872,Pieter B. Hartog,Peeters Publishers,eng,173,190,,alexandrian; textual fixity; pesharim; alexandrian scholars; homeric epics; qumran; jewish scriptures; hellenistic; hartog; ptolemaic,8201,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24641416,"ZUR SYNTAX VON ""1QS"" II 24f. UND SEINER BEDEUTUNG IN ""1QS"" II 19-III 12",Revue de Qumrân,2003,,article,research-article,jstor,,2003-12-01,2 (82),21,http://www.jstor.org/stable/24641416,Ingo Kottsieper,Editions Gabalda,ger,285,295,,gemeinschaft; die gemeinschaft; איש לרעהו; ewigen; בני סוד; סוד עולמים; ewigen gemeinschaft; dab die; dieser; ewigen versammlung,5037,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606804,"Die Taufe Jesu nach den Synoptikern. Literarkritische und gattungsgeschichtliche Untersuchungen (Frankfurter Theologische Studien, 4)",Revue de Qumrân,1972,,article,book-review,jstor,,1972-06-01,1 (29),8,http://www.jstor.org/stable/24606804,Maurice Carrez; Fritzleo Lentzen-Deis,Editions Gabalda,fre,128,130,,lentzen deis; baptême; qumrân; baptiste; josèphe; chapitre; communauté; auteur; ablutions; textes,1507,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608851,LA DESCRIPTION DU TEMPLE DE SALOMON SELON EUPOLÉMOS ET LE PROBLÈME DE SES SOURCES,Revue de Qumrân,1988,,article,research-article,jstor,,1988-10-01,1/4 (49/52),13,http://www.jstor.org/stable/24608851,M. Delcor,Editions Gabalda,fre,251,271,,temple; wacholder; rouleau; salomon; chroniques; salomon selon; bronze; freudenthal; bassin; estrade,9237,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24662995,"DIE MATERIELLE REKONSTRUKTION VON ""1QJes
          <sup>b</sup>
          "" (""1Q8"") UND EINIGE BISHER NICHT EDIERTE FRAGMENTE DIESER HANDSCHRIFT",Revue de Qumrân,2002,,article,research-article,jstor,,2002-05-01,3 (79),20,http://www.jstor.org/stable/24662995,Eva Jain,Editions Gabalda,ger,389,409,,fragmente; rekonstruktion; materielle rekonstruktion; eva jain; kolumnen; kolumne; suk frg; handschrift; das fragment; die handschrift,4342,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606807,Back Matter,Revue de Qumrân,1972,,article,misc,jstor,,1972-06-01,1 (29),8,http://www.jstor.org/stable/24606807,,Editions Gabalda,fre,,,,sectes juives; torah ecrite; voudrait repondre; imprimerie polychrome; boulevard raspail; examen minutieux; secte ancienne; judaisme; judaisme compte; gentilly depot,228,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608854,THE LAWS OF WAR IN THE TEMPLE SCROLL,Revue de Qumrân,1988,,article,research-article,jstor,,1988-10-01,1/4 (49/52),13,http://www.jstor.org/stable/24608854,Lawrence H. Schiffman,Editions Gabalda,eng,299,311,,scroll; temple scroll; deuteronomic collection; israël; war scroll; schiffman; defensive war; optional war; exemptions; biblical,5711,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663190,The Day of Atonement. Its Interpretations in Early Jewish and Christian Traditions (Themes in Biblical Narrative 15),Revue de Qumrân,2013,,article,book-review,jstor,,2013-12-01,2 (102),26,http://www.jstor.org/stable/24663190,Andrea Ravasco; Thomas Hieke; Tobias Nicklas,Editions Gabalda,eng,301,304,,yom kippur; atonement; mishnah yoma; jubilees; temple; biblical; hebrews; ritual; liturgy; holies,1939,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599169,"Die messianischen Vorstellungen der Gemeinde von Qumran (Studia Semitica Neerlandica, 3)",Revue de Qumrân,1959,,article,book-review,jstor,,1959-02-01,3 (3),1,http://www.jstor.org/stable/24599169,G. Molin; A. S. van der Woude,Editions Gabalda,ger,433,437,,rezensent; van der woude; damaskusschrift; messias; messias aus; lehrer; lehrer der gerechtigkeit; gemeinde; die damaskusschrift; messianischen,2356,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609093,"STUDIES IN ""4Q424"" 1-2",Revue de Qumrân,1997,,article,research-article,jstor,,1997-04-01,1 (69),18,http://www.jstor.org/stable/24609093,Gershon Brin,Editions Gabalda,eng,21,42,,ben sira; document; gershon brin; man איש; appears; ואל תשלח; scrolls; phrase; rabbinic literature; sea scrolls,11467,22,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608889,"THE BIRTHPLACE OF THE ESSENES : WHERE IS ""DAMASCUS""?",Revue de Qumrân,1990,,article,research-article,jstor,,1990-04-01,4 (56),14,http://www.jstor.org/stable/24608889,Philip R. Davies,Editions Gabalda,eng,503,519,,qumran; damascus; essenes; khirbet qumran; murphy oconnor; qumran origins; halakhah; qumran community; israël; babylonia,7132,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607002,QUMRAN PESHER: TOWARDS THE REDEFINITION OF A GENRE,Revue de Qumrân,1981,,article,research-article,jstor,,1981-12-01,4 (40),10,http://www.jstor.org/stable/24607002,George Brooke,Editions Gabalda,eng,483,503,,interprétation; midrash; pesharim; qumran; définition; biblical; generic définition; dam doc; word psr; silberman,9195,21,unigrams; bigrams; trigrams
